0,sahil,open notepad
1,sahil,history
0,anurag,notepad
1,anurag,what's the time now
2,anurag,play game
3,anurag,history
0,priyanka,open notepad
1,priyanka,time
2,priyanka,open youtube
3,priyanka,play music
4,priyanka,play game
5,priyanka,history
0,roshan,open notepad
1,roshan,open youtube
2,roshan,what's the time now
3,roshan,play game
4,roshan,history
0,sameer,open notepad
1,sameer,open notepad
2,sameer,open chrome
3,sameer,play game
4,sameer,time now
5,sameer,history
